species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022
Glycine max;genotype Edamame;Fabaceae;C3 annual herbaceous;;Shrestha_2019b;0,198;0,047;;4;mol m-2 s-1 bar-1;0,198;0,198;I;;Evans_1986, Tazoe_2009, Farquhar_2012;;1300;10;25;leaf;;;;400;400;;49;1,6;;;12;LI-6400XT;TGA100A;;youngest fully expanded leaves;Camden, NSW, Australia;;;;controlled-environment growth room;0;1;7;800;27;19;75;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 1: mean of values at 25degC;0;1
Glycine max;genotype Snowy;Fabaceae;C3 annual herbaceous;;Shrestha_2019b;0,26;0,038;;5;mol m-2 s-1 bar-1;0,26;0,26;I;;Evans_1986, Tazoe_2009, Farquhar_2012;;1300;10;25;leaf;;;;400;400;;49;1,6;;;12;LI-6400XT;TGA100A;;youngest fully expanded leaves;Camden, NSW, Australia;;;;controlled-environment growth room;0;1;7;800;27;19;75;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 1: mean of values at 25degC;0;1
Glycine max;var. MN0095;Fabaceae;C3 annual herbaceous;;Sakowska_2018;0,21;;0,02;6;mol m-2 s-1;0,21;0,21;C;;Ethier_2004;;1500;;;;50;2000;11;400;;;;;;;;LI-6400;LI-6400-40;;most recently fully expanded leaves;University of Udine, Italy;;;;field grown;0;0;;;;;;;;65;19,83;;;;;;;7,91;;;;;105,7;105,7;;;;170,72;;;;;;;;;;;;;2,75;5,4;;;;;;;;;;;;;;;;0,397;;;;50,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S2: field-grown plants only, MN0095;0;0
Glycine max;var. Tohya;Fabaceae;C3 annual herbaceous;;Cao_2017;0,864;;;;mol m-2 s-1 bar-1;0,864;0,732;C;;Sharkey_2007;;;;27,5;leaf;100;1600;9;400;;;;;;;6;LI-6400;;;top fully expanded leaves;;;;;indoors;0;1;;250;25;25;;;16;;10;;;;;;0,67;;;;;;48;38,55;;;;89;6,7;;;;;;;-30,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: lowest NPs concentration (10 mg kg-1), Control;0;1
Glycine max;var. Tohya;Fabaceae;C3 annual herbaceous;;Cao_2018;0,878;;;;mol m-2 s-1 bar-1;0,878;0,744;C;;Sharkey_2007;;;;27,5;leaf;100;1600;9;400;;;;;;;6;LI-6400XT;LI-6400-02B;;fully expanded upper leaves;;;;;;0;1;;250;25;25;;;16;;11,2;;;;;0,96;0,6;;;;;;46,7;37,51;;;;86,9;6,8;;;;;;;-30,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2: 100% Theta_fc (well-watered), Control;0;1
Glycine max;Williams 82;Fabaceae;C3 annual herbaceous;;Sugiura_2020;0,572;0,126;;;mol m-2 s-1;0,572;0,572;I;;Evans_2013;;1500;;25;leaf;50;1200;;;400;;;;2;;;LI-6400XTs;TGA200;;fully expanded primary leaves;;;;;glasshouse;0;1;0,5;;23,5;23,5;74;420;;14;31,26;;;;;;;;;;;;103,2;103,2;;vonCaemmerer_1994;;172,4;;;;;;;;-28,29;;;;;1,753;6,733;;;;;;;;;;;;;;;;;;3,268;0,851;26;;230,6;;;;;;;;;;;;;;;;;;;;0,112;;;;;;19,4;18,4;;;;;;;Figure 2E: Ct0 (0 WAD);0;1
Glyptostrobus pensilis;;Cupressaceae;deciduous gymnosperms;;Veromann-Juergenson_2020;0,065;;;3;mol m-2 s-1;0,065;0,065;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;25;16;78;;;;7,19;;283,1;192;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,3;;;;;;;;;;;;;;;;;;;;;;0,65;;2,31;;;;12,9;11,8;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;0
Gossypium barbadense;accession Monseratt Sea Island;Malvaceae;C3 perennial herbaceous;;Carmo-Silva_2012;0,2;;0;3;mol m-2 s-1;0,2;0,125;C;;Ethier_2004;;1800;10;32,6;leaf;75;1500;;380;;;;;;;;LI-6400-40;;10:30-14:00;fully expanded leaves near the top of the canopy (generally corresponding to the youngest fully expanded leaf with a developed cuticle);;248,03;33,07;;field grown;0;0;;;;;;;;94;;;281;;;;;;;;;;171;88,82;;;;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3: WW;0;1
Gossypium barbadense;accession Pima S-6;Malvaceae;C3 perennial herbaceous;;Carmo-Silva_2012;0,23;;0,01;3;mol m-2 s-1;0,23;0,138;C;;Ethier_2004;;1800;10;33,5;leaf;75;1500;;380;;;;;;;;LI-6400-40;;10:30-14:00;fully expanded leaves near the top of the canopy (generally corresponding to the youngest fully expanded leaf with a developed cuticle);;248,03;33,07;;field grown;0;0;;;;;;;;94;;;244;;;;;;;;;;215;103,56;;;;315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3: WW;0;1
Gossypium barbadense;cv. F-177;Malvaceae;C3 perennial herbaceous;;Levi_2009;2,18;;;;mol m-2 s-1;2,18;2,18;C;;Sharkey_2007;;1500;;25;leaf;50;1500;;;;;;;;;;LI-6400;;;youngest, fully expanded leaf;;34,68;31,83;;field grown;0;0;;;;;;;;97;29,8;;;;;;;;;;;;128,8;128,8;;;;171,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;;Table 3: well-watered, only parent cv (not NILs);1;0
Gossypium barbadense;cv. Xinhai 25;Malvaceae;C3 perennial herbaceous;;Han_2019b;0,29;;0,01;3;mol m-2 s-1;0,29;0,21;F;variable J;Harley_1992;;2000;;30;leaf;50;;12;400;400;;;;;;2;LI-6400;LI-6400-40;;topmost fully expanded light-adapted leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;80;27,43;0,238;;;;;;;;;;;213;137,91;;Bernacchi_2002;;225;;;;;;;;;;;;;4,12;5,56;;;;;;;;;;;;;;;;;;;;74,4;;269,6;0,275;230,2;107,3;123;;;;;;;;;;;;;;;;;;;;;;;;;31,4;40,79;27,81;;;Table 1: Harley method;0;1
Gossypium barbadense;cv. Xinhai 25;Malvaceae;C3 perennial herbaceous;;Han_2019b;0,25;;0,02;3;mol m-2 s-1;0,25;0,181;C;;Sharkey_2016;;2000;;30;leaf;50;;12;400;;;;;;;2;LI-6400;LI-6400-40;;topmost fully expanded light-adapted leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;80;27,43;0,238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,12;5,56;;;;;;;;;;;;;;;;;;;;74,4;;269,6;0,275;230,2;107,3;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: fitting method;0;1
Gossypium barbadense;cv. Xinhai 28;Malvaceae;C3 perennial herbaceous;year 2015;Han_2019a;0,306;;0,011;6;mol m-2 s-1;0,306;0,221;F;variable J;Harley_1992;;2000;10;30;leaf;;;12;400;400;;;;21;;2;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;100;32,66;0,295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206,7;0,38;;;;0,336;;;;;;;;;;;;;;;0,21;;2,07;;;;36,95;25,96;;;;;;;Figure S3: second highest value 2015;0;1
Gossypium barbadense;cv. Xinhai 28;Malvaceae;C3 perennial herbaceous;year 2016;Han_2019a;0,28;;0,023;6;mol m-2 s-1;0,28;0,203;F;variable J;Harley_1992;;2000;10;30;leaf;;;12;400;400;;;;21;;2;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;100;29,92;0,249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340;0,23;;;;0,385;;;;;;;;;;;;;;;0,18;;2,06;;;;36,8;27,15;;;;;;;Figure S3: second highest value 2016;0;1
Gossypium barbadense;cv. Xinhai 28;Malvaceae;C3 perennial herbaceous;year 2015;Han_2019a;0,421;;0,069;;mol m-2 s-1;0,421;0,304;C;;Sharkey_2016;;2000;10;30;leaf;;;12;400;;;;;21;;2;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;100;32,66;0,295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206,7;0,38;;;;0,336;;;;;;;;;;;;;;;0,21;;2,07;;;;36,95;25,96;;;;;;;Figure S3: second highest value 2015;0;1
Gossypium barbadense;cv. Xinhai 28;Malvaceae;C3 perennial herbaceous;year 2016;Han_2019a;0,491;;0,058;;mol m-2 s-1;0,491;0,355;C;;Sharkey_2016;;2000;10;30;leaf;;;12;400;;;;;21;;2;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;100;29,92;0,249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340;0,23;;;;0,385;;;;;;;;;;;;;;;0,18;;2,06;;;;36,8;27,15;;;;;;;Figure S3: second highest value 2016;0;1
Gossypium barbadense;cv. Xinhai 28;Malvaceae;C3 perennial herbaceous;;Han_2019b;0,26;;0,03;3;mol m-2 s-1;0,26;0,188;F;variable J;Harley_1992;;2000;;30;leaf;50;;12;400;400;;;;;;2;LI-6400;LI-6400-40;;topmost fully expanded light-adapted leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;80;29,46;0,25;;;;;;;;;;;252,7;163,62;;Bernacchi_2002;;283,3;;;;;;;;;;;;;3,72;4,76;;;;;;;;;;;;;;;;;;;;79;;266,9;0,293;219,4;115,5;103,8;;;;;;;;;;;;;;;;;;;;;;;;;29,42;43,84;26,74;;;Table 1: Harley method;0;1
Gossypium barbadense;cv. Xinhai 28;Malvaceae;C3 perennial herbaceous;;Han_2019b;0,29;;0,01;3;mol m-2 s-1;0,29;0,21;C;;Sharkey_2016;;2000;;30;leaf;50;;12;400;;;;;;;2;LI-6400;LI-6400-40;;topmost fully expanded light-adapted leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;80;29,46;0,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,72;4,76;;;;;;;;;;;;;;;;;;;;79;;266,9;0,293;219,4;115,5;103,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: fitting method;0;1
Gossypium hirsutum;;Malvaceae;C3 perennial herbaceous;;Haworth_2016;0,461;0,218;;4;mol m-2 s-1 bar-1;0,461;0,461;C;;Ethier_2004;;2000;;25;;50;2000;;400;;;46;1,7;;;2;CIRAS-2, PP Systems;;;newest, fully expanded leaf;;;;;growth chamber;0;1;6;1000;25;18;50;400;16;112;6,52;0,071;;;;;;;;;;;68,4;68,4;;;;73,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 2B: ambient CO2;0;1
Gossypium hirsutum;;Malvaceae;C3 perennial herbaceous;;vonCaemmerer_2015;0,73;;0,05;3;mol m-2 s-1 bar-1;0,696;0,696;I;;Evans_1986, Tazoe_2011;95,3;1500;;25;leaf;;;;380;380;;;;2;;6;LI-6400XT;TGA100;;;;;;;naturally lit glasshouse;0;1;5;;28;28;;;;;34,5;0,285;226,9;173,2;53,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;0;1
Gossypium hirsutum;;Malvaceae;C3 perennial herbaceous;;Xiong_2018;0,594;0,118;;4;mol m-2 s-1;0,594;0,594;F;variable J;Harley_1992;;2000;10;25;block;;;;400;400;;45;1,75;;;;LI-6400XT;LI-6400-40;;;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;0;;;;;;;;;33,48;;;;;;;;;;;;;;;;;;;;;;;;;;;16,71;;;;;;;;;;;;;;;;;;;;;;;;76,5;;;;;;;;;;;;269,8;;;1285;;;;;;;;;;;;;;;;18,82;13,26;67,92;;;Figure 2D;0;1
Gossypium hirsutum;cv. 71BRF;Malvaceae;C3 perennial herbaceous;;Barbour_2016a;1;;0,12;6;mol m-2 s-1 bar-1;1;0,628;I;;;;2000;;32,5;leaf;;;;379;379;243;56;2,15;;;6;LI-6400;TGA100A;;youngest fully expanded leaves;;;;;controlled environment growth cabinet;0;1;5;700;30;20;75;395;14;;25,4;0,21;242,8;;;;;;;;;;;;;;;;;;;;;67;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;358;;;;;;;;;;;;;;;;;;;;;;;;;;23,7;16,9;;;;;;;Table 2;0;1
Gossypium hirsutum;cv. 71BRF;Malvaceae;C3 perennial herbaceous;;Loucos_2017;0,431;0,164;;8;mol m-2 s-1 bar-1;0,436;0,436;I;;Jahan_2014;101;1000;;25;leaf;;;;380;380;;41;1,86;;525;38;LI-6400XT;TGA100A;;first true leaves of cotton;;;;;controlled environment room;0;1;7;600;27;19;75;;16;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4b (short-term variation experiment): 1000umol PPFD;0;1
Gossypium hirsutum;cv. Delta Pearl;Malvaceae;C3 perennial herbaceous;;Ennahli_2005;1,197;0,906;;2;mol m-2 s-1;1,197;1,048;F;;Lal_1996;;1500;10;27;leaf;;;;360;360;;;;;250;;LI-6400;LI-6400-40;;second youngest, fully expanded leaves;;;;;greenhouse;0;1;2,5;230;27;27;;;16;;16,8;0,12;202;181;21;;;;;;;;;;;;;;;;154,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;calculated from Tables 1 and 2, mean: 75% RSWC (control);1;0
Gossypium hirsutum;cv. Deltapine 555;Malvaceae;C3 perennial herbaceous;;Singh_2013;1,367;;0,088;3;mol m-2 s-1 bar-1;1,379;0,997;F;constant J;Harley_1992;100,8;1500;;30;chamber;50;1000;10;400;400;;50;2,12;;;;LI-6400-40;;09:00-13:00;uppermost fully expanded leaves;;;;;environment growth chamber;0;1;7,6;800;30;22;;400;14;;24,8;0,252;;;;;2,24;;;;145;93,88;157;101,65;;Sharkey_2007;178;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,38;;196;329;;;;;;;;;;;;;;;;;;;;23,53;10,82;Table 2: Pi of 0.20 mM, aCO2;1;0
Gossypium hirsutum;cv. Siv'on;Malvaceae;C3 perennial herbaceous;;Levi_2009;2,04;;;;mol m-2 s-1;2,04;2,04;C;;Sharkey_2007;;1500;;25;leaf;50;1500;;;;;;;;;;LI-6400;;;youngest, fully expanded leaf;;34,68;31,83;;field grown;0;0;;;;;;;;97;34;;;;;;;;;;;;155,5;155,5;;;;205,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,1;;Table 3: well-watered, only parent cv (not NILs);1;0
Gossypium hirsutum;cv. Xinluzao 33;Malvaceae;C3 perennial herbaceous;;Han_2019b;0,4;;0,04;3;mol m-2 s-1;0,4;0,289;F;variable J;Harley_1992;;2000;;30;leaf;50;;12;400;400;;;;;;2;LI-6400;LI-6400-40;;topmost fully expanded light-adapted leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;80;35,88;0,394;;;;;;;;;;;331;214,32;;Bernacchi_2002;;297;;;;;;;;;;;;;5,53;5,57;;;;;;;;;;;;;;;;;;;;100;;405;0,245;360,6;175,9;184,6;;;;;;;;;;;;;;;;;;;;;;;;;23,03;36,73;40,24;;;Table 1: Harley method;0;1
Gossypium hirsutum;cv. Xinluzao 33;Malvaceae;C3 perennial herbaceous;;Han_2019b;0,33;;0,02;3;mol m-2 s-1;0,33;0,239;C;;Sharkey_2016;;2000;;30;leaf;50;;12;400;;;;;;;2;LI-6400;LI-6400-40;;topmost fully expanded light-adapted leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;80;35,88;0,394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,53;5,57;;;;;;;;;;;;;;;;;;;;100;;405;0,245;360,6;175,9;184,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: fitting method;0;1
Gossypium hirsutum;cv. Xinluzao 45;Malvaceae;C3 perennial herbaceous;;Han_2016;0,307;0,055;;;mol m-2 s-1;0,307;0,252;C;;Sharkey_2007, Sharkey_2016;;600;12,5;28;block;;;;400;;;60;1,5;;;;LI-6400;;;young, fully expanded light-adapted leaves;;;;;controlled climate chamber;0;1;10;600;28;25;;;13;;12,01;0,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,526;;;;;;;;;;;;;;;;;;;;;;;;;;0,096;;;;;;38,66;33,89;;;;;;;Figure 8: well-watered treatment;0;1
Gossypium hirsutum;cv. Xinluzao 45;Malvaceae;C3 perennial herbaceous;;Han_2016;0,478;;0,096;3;mol m-2 s-1;0,478;0,392;F;variable J;Harley_1992;;600;12,5;28;block;;;;400;400;;60;1,5;;;;LI-6400;LI-6400-40;;young, fully expanded light-adapted leaves;;;;;controlled climate chamber;0;1;10;600;28;25;;;13;;12,01;0,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,526;;;;;;;;;;;;;;;;;;;;;;;;;;0,096;;;;;;38,66;33,89;;;;;;;Figure 5a: well-watered treatment;0;1
Gossypium hirsutum;cv. Xinluzao 45;Malvaceae;C3 perennial herbaceous;year 2015;Han_2019a;0,513;;0,079;6;mol m-2 s-1;0,513;0,371;F;variable J;Harley_1992;;2000;10;30;leaf;;;12;400;400;;;;21;;2;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;100;41,47;0,473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311;0,32;;;;0,445;;;;;;;;;;;;;;;0,17;;1,8;;;;46,11;27,8;;;;;;;Figure S3: highest value 2015;0;1
Gossypium hirsutum;cv. Xinluzao 45;Malvaceae;C3 perennial herbaceous;year 2016;Han_2019a;0,494;;0,045;6;mol m-2 s-1;0,494;0,357;F;variable J;Harley_1992;;2000;10;30;leaf;;;12;400;400;;;;21;;2;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;100;38,58;0,359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;0,22;;;;0,395;;;;;;;;;;;;;;;0,16;;1,45;;;;41,2;30,44;;;;;;;Figure S3: highest value 2016;0;1
Gossypium hirsutum;cv. Xinluzao 45;Malvaceae;C3 perennial herbaceous;year 2015;Han_2019a;0,539;;0,073;;mol m-2 s-1;0,539;0,39;C;;Sharkey_2016;;2000;10;30;leaf;;;12;400;;;;;21;;2;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;100;41,47;0,473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311;0,32;;;;0,445;;;;;;;;;;;;;;;0,17;;1,8;;;;46,11;27,8;;;;;;;Figure S3: highest value 2015;0;1
Gossypium hirsutum;cv. Xinluzao 45;Malvaceae;C3 perennial herbaceous;year 2016;Han_2019a;0,668;;0,054;;mol m-2 s-1;0,668;0,483;C;;Sharkey_2016;;2000;10;30;leaf;;;12;400;;;;;21;;2;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;100;38,58;0,359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;0,22;;;;0,395;;;;;;;;;;;;;;;0,16;;1,45;;;;41,2;30,44;;;;;;;Figure S3: highest value 2016;0;1
Gossypium hirsutum;cv. Xinluzao 45;Malvaceae;C3 perennial herbaceous;;Han_2019b;0,43;;0,04;3;mol m-2 s-1;0,43;0,311;F;variable J;Harley_1992;;2000;;30;leaf;50;;12;400;400;;;;;;2;LI-6400;LI-6400-40;;topmost fully expanded light-adapted leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;80;37,23;0,35;;;;;;;;;;;315,8;204,47;;Bernacchi_2002;;309,6;;;;;;;;;;;;;5,2;5,11;;;;;;;;;;;;;;;;;;;;101,6;;432,6;0,236;390,6;199,4;191,2;;;;;;;;;;;;;;;;;;;;;;;;;26,74;33,78;39,48;;;Table 1: Harley method;0;1
Gossypium hirsutum;cv. Xinluzao 45;Malvaceae;C3 perennial herbaceous;;Han_2019b;0,38;;0,03;3;mol m-2 s-1;0,38;0,275;C;;Sharkey_2016;;2000;;30;leaf;50;;12;400;;;;;;;2;LI-6400;LI-6400-40;;topmost fully expanded light-adapted leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;80;37,23;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,2;5,11;;;;;;;;;;;;;;;;;;;;101,6;;432,6;0,236;390,6;199,4;191,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: fitting method;0;1
Gossypium hirsutum;Xinluzao 45;Malvaceae;C3 perennial herbaceous;;Han_2018;0,37;;0,01;;mol m-2 s-1;0,37;0,267;F;variable J;Harley_1992;;2000;10;30;leaf;;;;400;400;;41;2,5;;300;;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;105;37,26;0,387;;;;;;;;;;;;;;;;;;;345,4;;;;;;;;;;4,641;3,62;;;;;;;;;;;;;;0,435;0,138;0,573;3,14;;;128,2;;411;0,32;375;195;173;0,47;;;;;;;;;;;;;;;0,18;0,24;1,79;;;26,45;39,96;29,66;;29,02;29,57;41,41;;;Table 1: Leaf;0;1
Gossypium hirsutum;Xinluzao 45;Malvaceae;C3 perennial herbaceous;;Han_2018;0,48;;0,1;;mol m-2 s-1;0,48;0,347;C;;Sharkey_2016;;2000;10;30;leaf;;;12;400;;;41;2,5;;300;;LI-6400;LI-6400-40;;topmost fully expanded leaf on the main stem;;86,05;45,32;;field grown;0;0;;;;;;;;105;37,26;0,387;;;;;;;;;;;;;;;;;;;345,4;;;;;;;;;;4,641;3,62;;;;;;;;;;;;;;0,435;0,138;0,573;3,14;;;128,2;;411;0,32;375;195;173;0,47;;;;;;;;;;;;;;;0,18;0,24;1,79;;;26,45;39,96;29,66;;;;;;;Table 1: Leaf;0;1
Gossypium sp.;;Malvaceae;C3 perennial herbaceous;;Brugnoli_1998;0,774;0,192;;2;mol m-2 s-1;0,774;0,774;I;sugar;Brugnoli_1998;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;30,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 9.4: Control (mean of all points);0;0
Grevillea speciosa;;Proteaceae;evergreen angiosperms;;Tosens_2012b;0,05;;;;mol m-2 s-1;0,05;0,05;F;variable J;Harley_1992;;1000;;25;leaf;;;;;;225;;;;;;LI-6400;LI-6400-40;;mature individuals, terminal branches;;;;;natural;0;0;;;;;;;;;4,67;;;;87,6;;;;;;;;;;;;;;;;;;;;;;;;;;0,593;0,45;;;;;;;;;;;;;;;;;;;;131,9;;;;;;;;;;;;;;;;;;;;;;0,335;0,142;1,74;;;;21,3;10;;;;;;;Table S3 in Onoda et al. 2017, New Phytologist (doi: 10.1111/nph.14496);0;1
Guazuma ulmifolia;;Malvaceae;deciduous angiosperms;;Rocha_2019;0,117;;0,011;5;mol m-2 s-1 bar-1;0,117;0,117;C;;Sharkey_2007;;1900;;;;;;10;400;;;;;;;6;LI-6400XT;;;youngest fully developed leaves;;308,8;-23,32;;outdoor nursery;0;1;;700;;;;;;142;;;;;;0,63;2,31;;;;;;144,75;144,75;;;;124,65;8,1;;64,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3: full sun and HN (high nitrogen);0;0
Gymnocarpium dryopteris;;Woodsiaceae;ferns;;Tosens_2016;0,036;;0,002;;mol m-2 s-1;0,036;0,036;C;;Ethier_2004;;900;10;25;block;50;1800;;400;;;53;1,5;;200;8;GFS 3000;;;fully-expanded current year fronds, twigs or leaves;Estonia;26,72;58,82;72;natural;0;0;;400;14,5;14,5;58;;;;5,7;0,058;;;;;0,55;;;;;;;;;;;;;;47,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;90,3;;;;;;;;;;;;;;;;;;;;0,18;;2,35;;;;;4,1;;;;;;;Table S1: gm (Ethier);0;1
